title,price,available_quantity,sold_quantity,listing_type_id,thumbnail_id,tags,use_thumbnail_id,order_backend,seller__id,seller__tags,seller__seller_reputation__transactions__total,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__completed,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__level_id,prices__prices,prices__reference_prices,installments__quantity,installments__amount,installments__rate,shipping__free_shipping,shipping__mode,shipping__tags,shipping__logistic_type,days_remaining,years_active
Apple iPhone 11 (256 Gb) - Verde,224886.0,1,0,gold_special,913825-MLA46114990540_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,34,45582473,"['normal', 'user_info_verified', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",96,18,0.0,1.0,0.0,78,0.0,2,60 days,0.1923,5,60 days,60 days,68,0.047,4,60 days,2_orange,"[{'id': '6', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 224886, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-25T15:07:37Z'}]",[],12,31890.71,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7271,7
Apple iPhone 11 (256 Gb) - Rojo,224886.0,1,0,gold_special,897931-MLA46115014504_052021,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,35,45582473,"['normal', 'user_info_verified', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",96,18,0.0,1.0,0.0,78,0.0,2,60 days,0.1923,5,60 days,60 days,68,0.047,4,60 days,2_orange,"[{'id': '12', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 224886, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-25T15:06:27Z'}]",[],12,31890.71,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7247,7
iPhone 11 64 Gb Todos Los Colores,135000.0,1,0,gold_special,600359-MLA43654417355_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,36,726609901,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 135000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-11T22:26:52Z'}]",[],12,19144.13,70.17,True,me2,['mandatory_free_shipping'],drop_off,7158,0
iPhone 11 De 128 Gb Nuevo  En Digital Morón,163000.0,1,0,gold_special,865864-MLA46114990464_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,37,672063070,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",187,27,0.03,0.97,0.0,160,0.0375,3,60 days,0.05,2,60 days,60 days,61,0.0,0,60 days,3_yellow,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 163000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-24T13:12:07Z'}]",[],12,23114.76,70.17,True,me2,['mandatory_free_shipping'],drop_off,7293,0
iPhone 11 De 128 Gb Negro Entrega Inmediata Digital Morón,252000.0,1,0,gold_pro,691064-MLA46776540832_072021,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment']",False,39,672063070,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",187,27,0.03,0.97,0.0,160,0.0375,3,60 days,0.05,2,60 days,60 days,61,0.0,0,60 days,3_yellow,"[{'id': '6', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 252000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-23T23:41:47Z'}]",[],9,28000.0,0.0,True,me2,['mandatory_free_shipping'],drop_off,7293,0
Apple iPhone 11 (128 Gb) - Morado,197388.0,1,0,gold_special,872905-MLA46115014432_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,40,45582473,"['normal', 'user_info_verified', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",96,18,0.0,1.0,0.0,78,0.0,2,60 days,0.1923,5,60 days,60 days,68,0.047,4,60 days,2_orange,"[{'id': '9', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 197388, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-25T14:59:28Z'}]",[],12,27991.26,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7262,7
Apple iPhone 11 (64 Gb) - Verde,184889.0,1,0,gold_special,719992-MLA46115014351_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,42,45582473,"['normal', 'user_info_verified', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",96,18,0.0,1.0,0.0,78,0.0,2,60 days,0.1923,5,60 days,60 days,68,0.047,4,60 days,2_orange,"[{'id': '7', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 184889, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-29T14:25:24Z'}]",[],12,26218.8,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7271,7
iPhone 11 Pro Nuevo En Caja Sellada,190000.0,1,0,free,979237-MLA46341957791_062021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,43,458150411,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",4,3,0.0,1.0,0.0,1,0.0,2,365 days,0.0,0,365 days,365 days,1,0.0,0,365 days,,"[{'id': '3', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 190000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-13T17:08:14Z'}]",[],12,26943.58,70.17,True,me2,[],drop_off,9,1
iPhone 11 Pro Max 256 Gb Oro,276000.0,1,0,gold_special,821932-MLA32647234063_102019,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment']",False,44,79049297,"['normal', 'user_info_verified', 'credits_priority_4', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",2245,190,0.0,1.0,0.0,2055,0.0,2,60 days,0.0,0,60 days,60 days,469,0.0,0,60 days,5_green,"[{'id': '6', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 276000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-05-30T17:15:23Z'}]",[],12,39139.1,70.17,False,not_specified,['me2_available'],not_specified,7170,16
iPhone 11 Pro 256gb,196000.0,1,0,free,991564-MLA45457881656_042021,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,45,724797609,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",4,1,0.0,1.0,0.0,3,0.0,0,365 days,0.0,1,365 days,365 days,3,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 196000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-06T22:02:33Z'}]",[],12,27794.43,70.17,True,me2,[],drop_off,5,0
Apple iPhone 11 (256 Gb) - Negro,224886.0,1,0,gold_special,606410-MLA46115014454_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,46,45582473,"['normal', 'user_info_verified', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",96,18,0.0,1.0,0.0,78,0.0,2,60 days,0.1923,5,60 days,60 days,68,0.047,4,60 days,2_orange,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 224886, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-26T15:52:08Z'}]",[],12,31890.71,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7295,7
Apple iPhone 11 128gb Morado ,196764.75,50,0,gold_special,728833-MLA32445355209_102019,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,47,313857396,"['normal', 'user_info_verified', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",4047,365,0.02,0.97,0.01,3682,0.0116,7,60 days,0.002,1,60 days,60 days,529,0.0,2,60 days,5_green,"[{'id': '20', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 196764.75, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-27T15:32:57Z'}]",[],12,27902.88,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,6759,3
Apple iPhone 11 (128 Gb) - Morado,186999.0,1,0,gold_special,872905-MLA46115014432_052021,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,48,393731981,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller', 'messages_as_buyer']",13,1,0.0,1.0,0.0,12,0.0,0,365 days,0.0,0,365 days,365 days,12,0.0,0,365 days,5_green,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 186999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-29T01:42:03Z'}]",[],12,26518.02,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",drop_off,7297,2
Apple iPhone 11 (64 Gb) - (product)red,162999.0,1,0,gold_special,960745-MLA46114990453_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,49,393731981,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller', 'messages_as_buyer']",13,1,0.0,1.0,0.0,12,0.0,0,365 days,0.0,0,365 days,365 days,12,0.0,0,365 days,5_green,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 162999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-28T02:39:07Z'}]",[],12,23114.62,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",drop_off,7296,2
Apple iPhone 11 (128 Gb) - Negro,179999.0,1,0,gold_special,865864-MLA46114990464_052021,"['good_quality_picture', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,50,393731981,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller', 'messages_as_buyer']",13,1,0.0,1.0,0.0,12,0.0,0,365 days,0.0,0,365 days,365 days,12,0.0,0,365 days,5_green,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 179999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-29T01:37:07Z'}]",[],12,25525.36,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",drop_off,7297,2
Apple iPhone 11 (128 Gb) - Blanco,186999.0,1,0,gold_special,796892-MLA46114829828_052021,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,1,393731981,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller', 'messages_as_buyer']",13,1,0.0,1.0,0.0,12,0.0,0,365 days,0.0,0,365 days,365 days,12,0.0,0,365 days,5_green,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 186999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-29T01:54:06Z'}]",[],12,26518.02,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",drop_off,7297,2
Apple iPhone 11 (64 Gb) - Verde,166000.0,1,0,gold_special,719992-MLA46115014351_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,2,94952294,"['normal', 'user_info_verified', 'messages_as_seller', 'messages_as_buyer']",6,2,0.0,0.0,1.0,4,0.0,0,365 days,0.0,0,365 days,365 days,4,0.0,1,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 166000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-20T21:04:13Z'}]",[],12,23540.18,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7289,11
Apple iPhone 11 (128 Gb) - Verde,176000.0,1,0,gold_special,887203-MLA46114990482_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,3,94952294,"['normal', 'user_info_verified', 'messages_as_seller', 'messages_as_buyer']",6,2,0.0,0.0,1.0,4,0.0,0,365 days,0.0,0,365 days,365 days,4,0.0,1,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 176000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-20T20:57:50Z'}]",[],12,24958.27,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7289,11
iPhone 11 Lila Nuevo Con Garantía Apple (sin Caja),150000.0,1,0,free,955999-MLA46800402870_072021,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,4,384120801,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",3,0,0.0,0.0,1.0,3,0.0,0,365 days,0.0,0,365 days,365 days,3,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 150000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-20T02:25:40Z'}]",[],12,21271.25,70.17,False,me2,[],drop_off,48,2
Apple iPhone 11 (256 Gb) - Amarillo,160000.0,1,0,gold_special,735094-MLA46689695867_072021,"['extended_warranty_eligible', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",False,5,695906159,"['normal', 'user_info_verified', 'messages_as_seller']",1,0,0.0,0.0,1.0,1,0.0,0,365 days,0.0,0,365 days,365 days,1,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 160000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-10T17:13:08Z'}]",[],12,22689.33,70.17,True,me2,['mandatory_free_shipping'],drop_off,7279,0
Apple iPhone 11 (128 Gb) - Negro En Caja Sellada,145000.0,1,0,free,911672-MLA46453814001_062021,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,6,192261869,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",2,0,0.0,0.0,1.0,2,0.0,0,365 days,0.0,0,365 days,365 days,2,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 145000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-19T20:39:51Z'}]",[],12,20562.21,70.17,True,me2,[],xd_drop_off,18,5
iPhone 11  256gb,184500.0,1,0,free,936135-MLA45427869160_042021,"['extended_warranty_eligible', 'incomplete_technical_specs', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",False,7,719339641,"['normal', 'user_info_verified', 'messages_as_seller', 'messages_as_buyer']",3,0,0.0,0.0,1.0,3,0.0,0,365 days,0.0,0,365 days,365 days,3,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 184500, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-06T22:29:09Z'}]",[],12,26163.64,70.17,True,me2,[],drop_off,5,0
"iPhone 11 Pro 512gb Dorado 100% Bateria, Garantia!",180000.0,1,0,free,784307-MLA44488507239_012021,"['extended_warranty_eligible', 'incomplete_technical_specs', 'poor_quality_picture', 'immediate_payment']",False,8,279354204,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,60 months,0.0,0,60 months,60 months,0,0.0,0,60 months,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 180000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-16T00:20:01Z'}]",[],12,25525.5,70.17,False,not_specified,['is_flammable'],not_specified,44,3
iPhone 11 Pro Max,230000.0,1,0,free,803154-MLA46479084940_062021,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,9,181730079,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,60 months,0.0,0,60 months,60 months,0,0.0,0,60 months,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 230000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-22T15:59:17Z'}]",[],12,32615.92,70.17,True,me2,[],drop_off,21,6
iPhone 11 64 Gb,170000.0,1,0,free,959842-MLA46413880013_062021,"['poor_quality_picture', 'poor_quality_thumbnail', 'extended_warranty_eligible', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible']",False,10,423104330,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1,0,0.0,0.0,1.0,1,0.0,0,365 days,0.0,0,365 days,365 days,1,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 170000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-16T14:05:08Z'}]",[],12,24107.42,70.17,False,me2,[],drop_off,15,2
iPhone 11 64gb ,165000.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,11,131308793,"['normal', 'user_info_verified', 'credits_active_borrower', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,1.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 165000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-15T21:39:00Z'}]",[],12,23398.38,70.17,True,me2,['mandatory_free_shipping'],drop_off,7284,8
"Apple iPhone 11 (128gb) - Black, White, Green, Red",170000.0,1,0,free,734198-MLA46919666130_072021,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,12,94161720,"['normal', 'user_info_verified', 'messages_as_seller', 'messages_as_buyer']",7,1,0.0,1.0,0.0,6,0.0,0,365 days,0.0,2,365 days,365 days,6,0.0,1,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 170000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-30T05:52:26Z'}]",[],12,24107.42,70.17,True,me2,[],drop_off,59,11
Apple iPhone 11 (64 Gb) - Morado,175000.0,1,0,gold_special,793954-MLA46114829790_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,13,543068534,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 175000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-14T19:28:52Z'}]",[],12,24816.46,70.17,True,me2,['mandatory_free_shipping'],drop_off,7253,1
iPhone 11 De 256gb Nuevos En Caja Cerrada Y Sellada Gtia 1 A,180000.0,1,0,gold_special,606410-MLA46115014454_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,14,216591432,"['normal', 'user_info_verified', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",10,6,0.07,0.92,0.01,4,0.0,0,365 days,0.0,0,365 days,365 days,4,0.5,5,365 days,1_red,"[{'id': '7', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 180000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-28T17:36:22Z'}]",[],12,25525.5,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7256,5
Apple iPhone 11 128 Gb 4 Gb Ram ,380999.0,1,0,gold_pro,637123-MLA42576021108_072020,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'shipping_guaranteed']",False,15,507456362,"['normal', 'user_info_verified', 'eshop', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",37,6,0.08,0.92,0.0,31,0.081,3,365 days,0.0,0,365 days,365 days,31,0.0,0,365 days,1_red,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 380999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-04-23T16:52:19Z'}]",[],9,42333.22,0.0,True,me2,['mandatory_free_shipping'],xd_drop_off,6925,1
iPhone 11 Pro Max 64 Gb Gris Espacial,235000.0,1,0,gold_special,645254-MLA32646972200_102019,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,16,150121867,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 235000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-02-13T17:31:12Z'}]",[],12,33324.96,70.17,True,me2,['mandatory_free_shipping'],drop_off,7132,7
Apple iPhone 11 (64 Gb) - Morado,164000.0,500,0,gold_special,750528-MLA46882159353_072021,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,17,257583722,"['normal', 'user_info_verified', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",23,5,0.13,0.87,0.0,18,0.1304,3,365 days,0.0666,1,365 days,365 days,18,0.0,0,365 days,1_red,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 164000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-27T22:44:07Z'}]",[],12,23256.57,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7296,4
Apple iPhone 11 (128 Gb) - (product)red,176000.0,1,0,gold_special,724631-MLA46114990506_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,18,637881417,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller']",3,0,0.0,1.0,0.0,3,0.0,0,365 days,0.0,0,365 days,365 days,3,0.0,0,365 days,,"[{'id': '3', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 176000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-21T21:27:31Z'}]",[],12,24958.27,70.17,True,me2,['mandatory_free_shipping'],drop_off,7263,0
