title,price,available_quantity,sold_quantity,listing_type_id,thumbnail_id,tags,use_thumbnail_id,order_backend,seller__id,seller__tags,seller__seller_reputation__transactions__total,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__completed,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__level_id,prices__prices,prices__reference_prices,installments__quantity,installments__amount,installments__rate,shipping__free_shipping,shipping__mode,shipping__tags,shipping__logistic_type,days_remaining,years_active
iPhone 11 64 Gb Lila 100 % De Bateria!!!,140000.0,1,0,gold_special,932026-MLA43654396757_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,37,156675690,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1,1,0.0,1.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 140000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-08T20:43:57Z'}]",[],12,19853.17,70.17,True,me2,['mandatory_free_shipping'],drop_off,7155,7
iPhone 11 128 Gb Rojo Caja Sellada Garantía Apple,154999.0,1,0,gold_special,625465-MLA46119581733_052021,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,38,76660072,"['normal', 'user_info_verified', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",66,17,0.02,0.98,0.0,49,0.0454,3,365 days,0.1481,8,365 days,365 days,49,0.0,2,365 days,2_orange,"[{'id': '4', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 154999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-21T13:27:30Z'}]",[],12,21980.15,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7229,16
"iPhone 11 128gb, Nuevos En Caja Sellada ",181900.0,1,0,gold_special,739246-MLA43654396781_102020,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,39,21567880,"['normal', 'user_info_verified', 'credits_priority_3', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",8,2,0.0,0.0,1.0,6,0.0,0,365 days,0.0,0,365 days,365 days,6,0.0,1,365 days,,"[{'id': '3', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 181900, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-29T00:51:55Z'}]",[],12,25794.94,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7177,11
iPhone 11 64 Gb Blanco Nuevo En Caja Sellada,170000.0,1,0,gold_special,641268-MLA43654417348_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,40,162421965,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller', 'messages_as_buyer']",25,5,0.05,0.95,0.0,20,0.0,1,365 days,0.0,0,365 days,365 days,20,0.0,0,365 days,4_light_green,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 170000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-05-20T11:03:36Z'}]",[],12,24107.42,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7228,7
iPhone 11,169000.0,1,0,gold_special,738648-MLA43654417399_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,41,53792496,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",9,6,0.0,1.0,0.0,3,0.0,2,365 days,0.0,0,365 days,365 days,3,0.0,1,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 169000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-11T02:29:01Z'}]",[],12,23965.61,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7038,12
Apple iPhone 11 (64 Gb) - Verde,162999.0,1,0,gold_special,719992-MLA46115014351_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,42,393731981,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller', 'messages_as_buyer']",13,1,0.0,1.0,0.0,12,0.0,0,365 days,0.0,0,365 days,365 days,12,0.0,0,365 days,5_green,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 162999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-28T02:25:41Z'}]",[],12,23114.62,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",drop_off,7296,2
Apple iPhone 11 (64 Gb) - Morado,162999.0,1,0,gold_special,793954-MLA46114829790_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,43,393731981,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller', 'messages_as_buyer']",13,1,0.0,1.0,0.0,12,0.0,0,365 days,0.0,0,365 days,365 days,12,0.0,0,365 days,5_green,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 162999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-28T02:31:15Z'}]",[],12,23114.62,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",drop_off,7296,2
Apple iPhone 11 (64 Gb) - Blanco,162999.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,44,393731981,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller', 'messages_as_buyer']",13,1,0.0,1.0,0.0,12,0.0,0,365 days,0.0,0,365 days,365 days,12,0.0,0,365 days,5_green,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 162999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-28T02:33:49Z'}]",[],12,23114.62,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",drop_off,7296,2
Apple iPhone 11 (128 Gb) - (product)red,189999.0,1,0,gold_special,724631-MLA46114990506_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,45,393731981,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller', 'messages_as_buyer']",13,1,0.0,1.0,0.0,12,0.0,0,365 days,0.0,0,365 days,365 days,12,0.0,0,365 days,5_green,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 189999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-29T02:01:37Z'}]",[],12,26943.44,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",drop_off,7297,2
Apple iPhone 11 (64 Gb) - Negro,162999.0,1,0,gold_special,656548-MLA46114829749_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,46,393731981,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller', 'messages_as_buyer']",13,1,0.0,1.0,0.0,12,0.0,0,365 days,0.0,0,365 days,365 days,12,0.0,0,365 days,5_green,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 162999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-28T02:29:17Z'}]",[],12,23114.62,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",drop_off,7296,2
Apple iPhone 11 (128 Gb) - Verde,186999.0,1,0,gold_special,887203-MLA46114990482_052021,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,47,393731981,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller', 'messages_as_buyer']",13,1,0.0,1.0,0.0,12,0.0,0,365 days,0.0,0,365 days,365 days,12,0.0,0,365 days,5_green,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 186999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-29T01:34:23Z'}]",[],12,26518.02,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",drop_off,7297,2
Apple iPhone 11 (64 Gb) - (product)red,166000.0,1,0,gold_special,960745-MLA46114990453_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,48,94952294,"['normal', 'user_info_verified', 'messages_as_seller', 'messages_as_buyer']",6,2,0.0,0.0,1.0,4,0.0,0,365 days,0.0,0,365 days,365 days,4,0.0,1,365 days,,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 166000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-20T21:01:07Z'}]",[],12,23540.18,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7289,11
Apple iPhone 11 (64 Gb) - Blanco,166000.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,49,94952294,"['normal', 'user_info_verified', 'messages_as_seller', 'messages_as_buyer']",6,2,0.0,0.0,1.0,4,0.0,0,365 days,0.0,0,365 days,365 days,4,0.0,1,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 166000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-20T21:02:20Z'}]",[],12,23540.18,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7289,11
iPhone 11 64 Gb (product)red,215000.0,1,1,gold_special,641268-MLA43654417348_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,50,23274547,"['normal', 'user_info_verified', 'eshop', 'messages_as_seller', 'messages_as_buyer']",15,7,0.0,0.99,0.01,8,0.0,0,365 days,0.1818,2,365 days,365 days,8,0.0,0,365 days,3_yellow,"[{'id': 'efbe59d6-a6b9-4011-b4b2-2ed9642740ce', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 215000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-10-19T17:03:38Z'}]",[],12,30488.79,70.17,True,me2,['mandatory_free_shipping'],drop_off,7015,18
iPhone 11 Nuevo 128 Gigas Color Blanco Usa,205000.0,1,0,gold_special,796892-MLA46114829828_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,1,41670939,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",260,20,0.0,0.98,0.02,240,0.0,0,60 days,0.0,0,60 days,60 days,65,0.0,0,60 days,5_green,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 205000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-23T23:30:25Z'}]",[],12,29070.71,70.17,True,me2,"['self_service_out', 'mandatory_free_shipping']",drop_off,7262,13
iPhone 11 64gb Morado Lila Batería 99%,160000.0,1,0,gold_special,793954-MLA46114829790_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,2,38359750,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,60 months,0.0,0,60 months,60 months,0,0.0,0,60 months,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 160000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-18T14:29:30Z'}]",[],12,22689.33,70.17,True,me2,['mandatory_free_shipping'],drop_off,7257,10
Apple iPhone 11  128gb  Display 6.1  New Unlocked Blanco,189999.98,50,0,gold_special,823958-MLA32314181940_092019,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,3,280992944,"['normal', 'user_info_verified', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",219,17,0.01,0.98,0.01,202,0.0,1,365 days,0.0268,4,365 days,365 days,202,0.0182,4,365 days,5_green,"[{'id': '16', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 189999.98, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-01T18:04:42Z'}]",[],12,26943.58,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,6625,3
iPhone 11 128 Gb Red Sellado Mhd03ll/a _ap,193654.0,1,0,gold_special,748385-MLA43653904252_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,4,278897053,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1022,60,0.02,0.98,0.0,962,0.0,1,60 days,0.0198,3,60 days,60 days,177,0.0,0,60 days,5_green,"[{'id': '8', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 193654, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-26T18:09:01Z'}]",[],12,27461.75,70.17,True,me2,['mandatory_free_shipping'],drop_off,7148,3
iPhone 11 64 Gb Blanco Sellado Mhdc3j/a _ap,179191.0,1,0,gold_special,983378-MLA43654396731_102020,"['good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,5,278897053,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1022,60,0.02,0.98,0.0,962,0.0,1,60 days,0.0198,3,60 days,60 days,177,0.0,0,60 days,5_green,"[{'id': '11', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 179191, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-28T19:32:55Z'}]",[],12,25410.78,70.17,True,me2,['mandatory_free_shipping'],drop_off,7116,3
iPhone 11 64 Gb Purple Sellado Mhdf3j/a _ap,179191.0,1,0,gold_special,932026-MLA43654396757_102020,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,6,278897053,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1022,60,0.02,0.98,0.0,962,0.0,1,60 days,0.0198,3,60 days,60 days,177,0.0,0,60 days,5_green,"[{'id': '7', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 179191, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-26T17:42:25Z'}]",[],12,25410.78,70.17,True,me2,['mandatory_free_shipping'],drop_off,7125,3
iPhone 11 64 Gb Negro Sellado Mhda3j/a _ap,179191.0,1,0,gold_special,916062-MLA43654417337_102020,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,7,278897053,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1022,60,0.02,0.98,0.0,962,0.0,1,60 days,0.0198,3,60 days,60 days,177,0.0,0,60 days,5_green,"[{'id': '7', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 179191, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-26T17:33:09Z'}]",[],12,25410.78,70.17,True,me2,['mandatory_free_shipping'],drop_off,7121,3
Apple iPhone 11 (128 Gb) - Morado,180000.0,1,0,gold_special,872905-MLA46115014432_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,8,230901765,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,60 months,0.0,0,60 months,60 months,0,0.0,0,60 months,,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 180000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-23T16:20:39Z'}]",[],12,25525.5,70.17,True,me2,['mandatory_free_shipping'],drop_off,7278,4
iPhone 11 128 Gb White Sellado Mhcy3ll/a  _ap,193654.0,1,0,gold_special,796892-MLA46114829828_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,9,278897053,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1022,60,0.02,0.98,0.0,962,0.0,1,60 days,0.0198,3,60 days,60 days,177,0.0,0,60 days,5_green,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 193654, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-26T18:03:11Z'}]",[],12,27461.75,70.17,True,me2,['mandatory_free_shipping'],drop_off,7267,3
Apple iPhone 11 128 Gb Purple Sellado Mhdm3j/a _ap,193654.0,1,0,gold_special,872905-MLA46115014432_052021,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,10,278897053,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1022,60,0.02,0.98,0.0,962,0.0,1,60 days,0.0198,3,60 days,60 days,177,0.0,0,60 days,5_green,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 193654, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-26T18:19:37Z'}]",[],12,27461.75,70.17,True,me2,['mandatory_free_shipping'],drop_off,7295,3
